
 WorkFlow
Start 2024-10-22 08:48:45  Run : 39.95 nSubj: 60 nObs : 480
  230 6685.541 2.784480   0.489176 3804.78  462.611 62.2858 1.114810 0.3436820 1.59608 0.08739360 0.1370100
  231 6685.535 2.788510   0.489294 3794.79  461.464 62.2740 1.115000 0.3441570 1.59065 0.08791230 0.1374950
  232 6685.520 2.796120   0.489484 3777.12  459.352 62.2006 1.113900 0.3454360 1.58140 0.08900960 0.1383290
  233 6685.478 2.813640   0.489764 3735.48  454.421 61.7714 1.105000 0.3500470 1.55434 0.09259900 0.1404580
  234 6685.403 2.836890   0.489813 3678.92  448.414 60.8006 1.083210 0.3588700 1.51438 0.09894090 0.1436390
  235 6685.288 2.879230   0.489624 3551.95  438.436 58.5106 1.030880 0.3788440 1.44395 0.11279100 0.1480530
  236 6685.252 2.880310   0.489221 3564.49  441.829 58.7123 1.035600 0.3775740 1.48198 0.11003800 0.1468170
  237 6685.210 2.865900   0.488710 3560.17  441.914 58.1357 1.021700 0.3793270 1.46007 0.11230800 0.1452690
  238 6685.197 2.859220   0.488359 3546.40  440.933 57.6300 1.009790 0.3813680 1.44615 0.11434500 0.1440880
  239 6685.197 2.859060   0.488367 3547.18  441.062 57.6561 1.010470 0.3812180 1.44773 0.11416000 0.1440990
